year,month,day,Site,Latitude,Longitude,Elevation,Precip,tmin,tmean,tmax,tdmean,vpdmin,vpdmax,total_butterly_count,Unique_butterflies,PartyHours,X.Parties,tmean_previous30,tmax_previous30,tmin_previous30,PrecipSum_previous30,tmean_previous90,tmax_previous90,tmin_previous90,tmean_previous365,tmax_previous365,tmin_previous365,PrecipSum_previous90,PrecipSum_previous365,Wseason_precip,Wseason_tmean,Wseason_tmax,Wseason_tmin,Mseason_tmean,Mseason_tmin,Mseason_tmax,Mseason_precip,recent_precip1,recent_precip2
2021,3,28,SabinoCanyonAZ,32.3656,-110.7774,1484,0,2.6,9.4,16,-4.6,2.46,15.01,376,27,49,12,9.586666666666666,24.3,-2.2,24.570000000000046,9.106666666666667,24.3,-4.8,18.270410958904108,39.5,-4.8,56.929999999999986,159.58,88.09,12.877880184331797,35,-4.8,24.508028673835128,12.1,36.6,408.88,147.83,147.83
2021,7,26,SabinoCanyonAZ,32.3656,-110.7774,1484,11.29,16.1,19.1,22.1,16.7,0.5,7.49,727,43,49.5,11,25.48,36.6,16.1,161.79000000000005,24.094444444444445,40.1,4.2,18.252876712328767,40.1,-4.8,170.70999999999998,289.75,88.09,12.877880184331797,35,-4.8,24.508028673835128,12.1,36.6,408.88,244.58999999999997,244.58999999999997
2011,7,31,SantaRitaMountains,31.7268,-110.8723,1786,0.91,18.7,23.7,28.7,13.5,4.67,25.11,589,36,16,3,24.14,36.6,15.3,94.66,22.665555555555557,39.9,5.1,16.58082191780822,39.9,-15.7,96.73000000000003,490.58000000000004,195.03000000000003,12.080333552775949,31.1,-15.7,23.95605734767025,12.8,36.6,266.08,173.4,173.4
2011,10,1,SantaRitaMountains,31.7268,-110.8723,1786,0,18.4,21.5,24.7,4.3,12.88,23,1432,57,41.5,6,22.796666666666667,34.4,12.8,59.10999999999999,23.830000000000002,36.6,12.8,16.67945205479452,39.9,-15.7,265.45000000000005,463.18,195.03000000000003,12.080333552775949,31.1,-15.7,23.95605734767025,12.8,36.6,266.08,402.23,402.23
2012,7,29,SantaRitaMountains,31.7268,-110.8723,1786,6.14,16.5,21.6,26.7,15.3,0.88,16.83,853,52,18.5,5,23.25,33.9,14.6,121.35,23.032222222222224,37.3,6.7,16.653698630136986,37.3,-6.9,165.61000000000004,564.15,226.21,11.864096615286826,32.3,-6.9,22.7863082437276,12.5,35.3,383.3,282,282
2012,9,30,SantaRitaMountains,31.7268,-110.8723,1786,0,14.3,20.1,25.9,6,4.8,23.86,3423,80,45,7,21.326666666666664,30.4,12.5,147.51999999999998,22.70888888888889,35.3,12.5,16.455342465753425,37.3,-6.9,383.3,653.77,226.21,11.864096615286826,32.3,-6.9,22.7863082437276,12.5,35.3,383.3,197.53,197.53
2013,7,28,SantaRitaMountains,31.7268,-110.8723,1786,2.23,18.8,23.7,28.7,14.9,3.27,22.92,1084,56,26.5,5,23.856666666666666,36.4,15.9,86.67999999999999,22.99888888888889,37,6.6,16.63671232876712,37,-10.5,86.68000000000004,532.36,177.58999999999997,12.106195962255871,29.9,-10.5,22.96505376344086,9.3,36.4,305,255.64,255.64
2013,9,29,SantaRitaMountains,31.7268,-110.8723,1786,0,10.5,17.8,25.1,2.2,5.49,24.15,2887,55,36,7,21.586666666666666,31.1,9.3,43.21999999999999,22.964444444444446,35.2,9.3,16.663835616438355,37,-10.5,296.30000000000007,482.59000000000003,177.58999999999997,12.106195962255871,29.9,-10.5,22.96505376344086,9.3,36.4,305,232.94,232.94
2014,7,27,SantaRitaMountains,31.7268,-110.8723,1786,5.84,18.4,24.6,30.8,12.9,5.93,30.08,1099,57,27,4,24.39,34.8,16.6,152.1,23.162222222222223,36.2,4.9,16.986027397260273,36.2,-4,152.25000000000003,493.36,120.56,12.566086240947993,28.2,-4,22.595089605734767,10.6,33.8,441.19,229.41,229.41
2014,9,28,SantaRitaMountains,31.7268,-110.8723,1786,0,15,19.4,23.8,13.5,1.28,13.82,2309,58,42,6,21.8,33.2,14.1,167.73999999999998,22.711111111111112,33.8,14.1,16.83753424657534,36.2,-4,441.19000000000005,561.9,120.56,12.566086240947993,28.2,-4,22.595089605734767,10.6,33.8,441.19,145.96,145.96
2015,7,26,SantaRitaMountains,31.7268,-110.8723,1786,0,19.6,24.7,29.8,8.1,8.81,30.39,4908,83,43,6,23.04,32.9,14.8,133.67999999999998,21.07111111111111,36.8,3.4,16.495342465753424,36.8,-7.7,155.97000000000003,677.4300000000001,226.53,12.819689488698705,27.9,-7.7,22.95845878136201,14.1,34,447.4,224.18,224.18
2015,9,27,SantaRitaMountains,31.7268,-110.8723,1786,0,15.3,21.7,28.1,8.3,5.92,28.08,2167,65,39.5,6,21.82333333333333,31.4,14.1,186.67999999999998,22.992222222222225,34,14.1,16.65808219178082,36.8,-7.7,460.11,721.8100000000001,226.53,12.819689488698705,27.9,-7.7,22.95845878136201,14.1,34,447.4,81.4,81.4
2016,7,31,SantaRitaMountains,31.7268,-110.8723,1786,5.2,16.7,22.7,28.7,15.3,1.89,21.38,1596,68,40.5,6,25.423333333333332,35.1,16.3,73.55999999999999,23.03777777777778,38.4,3.9,16.63808219178082,38.4,-9.2,116.95000000000003,674.23,244.65,12.190113353461518,31.2,-9.2,23.012544802867385,10.3,35.1,446.73,308.33,308.33
2016,10,2,SantaRitaMountains,31.7268,-110.8723,1786,0,14.6,20.9,27.2,6.8,4.05,26.58,3193,62,53,8,20.889999999999997,32.9,10.3,102.05,23.02444444444444,35.1,10.3,16.43972602739726,38.4,-9.2,431.35,727.71,244.65,12.190113353461518,31.2,-9.2,23.012544802867385,10.3,35.1,446.73,315.77,315.77
2017,7,26,SantaRitaMountains,31.7268,-110.8723,1786,0.07,17.5,23.3,29,15,1.67,23.24,1013,55,38,6,24.36,35.7,15.8,180.56,22.723333333333336,39.6,2.9,17.344931506849314,39.6,-4.7,188.25000000000006,753.5500000000001,168.74,13.495624314241825,30.3,-4.7,22.920501792114695,10,35.3,320.54,223.56,223.56
2017,9,30,SantaRitaMountains,31.7268,-110.8723,1786,0,15.3,21.9,28.5,7,4.35,30.54,2098,61,48.5,8,21.806666666666665,32.8,10,9.789999999999996,22.83555555555556,34.7,10,17.40794520547945,39.6,-4.7,320.54,496.97,168.74,13.495624314241825,30.3,-4.7,22.920501792114695,10,35.3,320.54,152.26,152.26
2018,7,29,SantaRitaMountains,31.7268,-110.8723,1786,0.09,19.3,24.1,28.8,15.6,4.1,20.55,3015,71,58.5,9,24.543333333333333,36.7,15.2,100.63,23.413333333333338,36.7,4.2,18.15917808219178,36.7,-4.7,132.57000000000005,392.05,137.21,14.605859117840684,31.2,-4.7,23.798458781362008,14.2,36.7,301.51,114.26,114.26
2018,9,29,SantaRitaMountains,31.7268,-110.8723,1786,0,17.3,23.6,30,6.4,10.01,32.57,66841,63,58.5,9,23.279999999999998,33.9,14.2,86.53999999999999,23.810000000000002,36.7,14.2,18.3172602739726,36.7,-4.7,301.51000000000005,470.66,137.21,14.605859117840684,31.2,-4.7,23.798458781362008,14.2,36.7,301.51,134.34,134.34
2019,7,28,SantaRitaMountains,31.7268,-110.8723,1786,0,20,26.4,32.7,12.4,8.19,34.5,1160,68,37.5,6,25.846666666666668,37,16.6,53.49999999999999,21.397777777777776,37,3,15.741643835616438,37,-7.4,65.36000000000004,816.34,550.01,10.956926706166337,29.8,-7.4,23.90089605734767,11.2,36.8,279.52,347.54,347.54
2019,9,28,SantaRitaMountains,31.7268,-110.8723,1786,0.24,11.2,16.9,22.6,11.6,0.24,13.47,1373,61,37.5,6,21.889999999999997,32.2,11.2,92.13,24.028888888888886,36.8,11.2,15.717808219178082,37,-7.4,279.52000000000004,841.8100000000001,550.01,10.956926706166337,29.8,-7.4,23.90089605734767,11.2,36.8,279.52,219.32,219.32
2020,7,31,SantaRitaMountains,31.7268,-110.8723,1786,0,23.8,29.3,34.8,6.8,19.06,45.72,1869,75,60,10,26.196666666666665,38.2,15.8,98.72999999999999,24.294444444444444,38.2,8.6,16.840273972602738,38.2,-6.1,122.71000000000004,715.4100000000001,404.53,11.85201599660999,31.9,-6.1,25.752114695340502,11.9,38.2,187.04,42.52,42.52
2020,10,4,SantaRitaMountains,31.7268,-110.8723,1786,0,19.6,25.8,32,-8.7,19.44,44.6,994,48,63.5,9,24.356666666666666,34.3,11.9,25.060000000000002,25.85,38.2,11.9,17.33150684931507,38.2,-6.1,166.82000000000005,615.5500000000001,404.53,11.85201599660999,31.9,-6.1,25.752114695340502,11.9,38.2,187.04,249.68,249.68
2021,7,31,SantaRitaMountains,31.7268,-110.8723,1786,4.34,17,21.6,26.2,14.1,3.41,17.52,1514,42,36,6,22.833333333333332,34.5,14.5,253.72,23.27444444444445,39.8,7.4,17.471506849315066,39.8,-5.9,261.56000000000006,426.37000000000006,76.5,12.649283519859557,33.9,-5.9,22.639032258064518,11.3,34.5,427.29999999999995,149.43,149.43
2021,10,2,SantaRitaMountains,31.7268,-110.8723,1786,0,9.7,16.2,22.7,4.3,3.44,20.85,134894,76,89.5,14,21.720000000000002,31.6,9.7,29.689999999999994,22.523333333333333,34.5,9.7,16.906027397260274,39.8,-5.9,397.72,508.54,76.5,12.649283519859557,33.9,-5.9,22.639032258064518,11.3,34.5,427.29999999999995,88.32000000000001,88.32000000000001
1998,7,7,SycamoreCreekAZ,33.8,-111.48,958,7.08,20.8,26.8,32.9,18.4,1.51,30.33,478,16,9,3,26.040000000000003,40.8,11.2,8.08999999999999,20.677777777777777,40.8,1.5,17.959999999999997,41.7,-2.1,30.52000000000002,595.93,479.76,12.191342988808426,36.1,-2.1,28.386810035842295,13.7,43.8,98.11,173.4,173.4
1999,7,23,SycamoreCreekAZ,33.8,-111.48,958,10.06,22.1,29,35.9,16,7.99,40.6,195,14,10,4,29.23,40.5,18.6,86.38,24.683333333333334,40.5,4.6,19.113698630136987,42.1,-2.7,86.43000000000002,416.28,261.98,13.793762343647137,33.8,-2.7,27.843333333333334,16.7,40.5,227.87,417.51,417.51
2000,7,22,SycamoreCreekAZ,33.8,-111.48,958,0,25.7,32.5,39.3,10,19.93,58.81,54,5,6,3,29.526666666666664,42.2,19,11.249999999999991,27.068888888888885,42.2,9.8,20.307671232876714,42.2,-2.5,14.490000000000022,270.46,114.48,15.180558821971502,35.7,-2.5,29.18168458781362,14.1,42.2,72.30000000000001,282,282
2004,7,28,SycamoreCreekAZ,33.8,-111.48,958,3.08,21,28.5,35.9,12.4,7.47,46.15,135,17,5.3,3,29.53666666666667,41.2,16.7,26.299999999999986,26.778888888888886,41.2,10.8,20.133698630136987,43,-4,26.300000000000022,389.15,276.6,14.717552836484984,37.5,-4,28.1184229390681,11.6,41.2,112.7,344.98,344.98
